,accountno,parcelnb,saledt,locationaddress,locationcity,locationzipcode,subdivisionid,subdivisiondescr,nbhd,occdescr,bltasoccdesc,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,value
2018,R1616854,9735382004,2020-12-01,4521 STARFLOWER DR D,FORT COLLINS,80526,804901,LARKS NEST CONDOMINIUMS SUPP No 1,19734,Townhouse/Condo,Townhouse Two Story,68,1246,612,,220,.00000000,2001,305000.00,291000.00
2019,R1497260,8623111027,2020-12-01,8014 SCENIC RIDGE DR,FORT COLLINS,80528,05793,HIGHLAND HILLS PUD,28623,Single Family Residential,1? Story Fin,5,4178,2944,1889,1074,.82000000,2003,1052450.00,975100.00
2020,R1429515,8729416018,2020-12-01,2848 BLACKSTONE DR,FORT COLLINS,80525,17563,STONE RIDGE PUD,18729,Single Family Residential,2 Story,8,2470,1291,1153,600,.23000000,1996,637000.00,570900.00
2021,R1609708,8604407271,2020-12-01,3850 BIG DIPPER DR,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,2 Story,8,2793,1416,1272,714,.15000000,2004,600000.00,595500.00
2022,R1043676,9735207101,2020-12-01,3807 DAHLIA CT,FORT COLLINS,80526,13332,FOUR SEASONS PUD,19734,Single Family Residential,Ranch,1,1636,,,528,.15000000,1982,337000.00,370900.00
2023,R0689076,9726312021,2020-12-01,3412 JUSTICE CT,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,2 Story,8,1692,,,320,.19000000,1981,340000.00,373200.00
2024,R0641499,8730208001,2020-12-01,2807 BROOKWOOD DR,FORT COLLINS,80525,1249,SILVERWOOD VILLAGE,19724,Single Family Residential,Split Level,7,1800,672,336,536,.20000000,1977,455000.00,435800.00
2025,R0030902,9711234007,2020-12-01,229 PARK ST,FORT COLLINS,80521,1019,CAPITOL HILL,19711,Single Family Residential,1? Story Fin,5,1716,1044,1044,831,.20000000,1908,685000.00,645600.00
2026,R0215341,9727305034,2020-12-01,3115 COCKNEY ST,FORT COLLINS,80526,1348,ROSSBOROUGH,19722,Single Family Residential,2 Story,8,1632,,,456,.15000000,1979,340000.00,338100.00
2027,R0078158,9715207155,2021-01-29,636 S TAFT HILL RD,FORT COLLINS,80521,11223,MILLER BROTHERS,19715,Single Family Residential,Ranch,1,1352,,,384,.25000000,1960,445000.00,363900.00
2028,R0035947,9711323014,2021-01-29,314 S SHIELDS ST,FORT COLLINS,80521,1154,PROSPECT PLACE,19711,Single Family Residential,Ranch,1,881,881,442,240,.09000000,1923,525000.00,466300.00
2029,R0113786,9724309047,2021-01-29,108 PRINCETON RD,FORT COLLINS,80525,11742,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1850,,,725,.29000000,1958,.00,460000.00
2030,R0177733,9721233007,2021-01-29,3024 ROSS DR A7,FORT COLLINS,80526,122701,WILLOW LANE,19722,Townhouse,Townhouse Two Story,68,784,,,,.02000000,1974,219000.00,188400.00
2031,R0733890,9722125007,2021-01-29,1705 HEATHERIDGE RD J201,FORT COLLINS,80526,1301,HEATHERIDGE LAKES CONDO,19722,Condo unit,Condo <= 3 Stories,19,576,,,,.00000000,1974,169900.00,150100.00
2032,R1092928,9727424015,2021-01-29,1242 SIOUX BLVD,FORT COLLINS,80526,13562,WAGON WHEEL,19722,Single Family Residential,Split Level,7,1368,,,418,.18000000,1984,380000.00,342200.00
2033,R1328891,9727449001,2021-01-29,3448 LAREDO LN G1,FORT COLLINS,80526,15987,CASA GRANDE CONDOS,19722,Townhouse/Condo,Townhouse One Story,61,1270,,,440,.00000000,1991,330000.00,296100.00
2034,R1292943,9602210019,2021-01-29,733 LANGDALE DR,FORT COLLINS,80526,16233,CLARENDON HILLS,19601,Single Family Residential,2 Story,8,2484,1184,1184,794,.23000000,1991,750000.00,586900.00
2035,R1302876,8730436021,2021-01-29,3500 CARLTON AVE D21,FORT COLLINS,80525,161562,COLLINDALE III CONDOS,19724,Condo unit,Condo <= 3 Stories,19,1126,,,288,.00000000,1988,275000.00,265900.00
2036,R1524895,8731350012,2021-01-29,4545 WHEATON DR B120,FORT COLLINS,80525,18722,ROCKBRIDGE CONDO RESIDENCES PUD,19601,Condo unit,Condo <= 3 Stories,19,936,,,220,.00000000,1996,249900.00,244600.00
2037,R1529501,8731353016,2021-01-29,4545 WHEATON DR C160,FORT COLLINS,80525,18723,ROCKBRIDGE CONDO RESIDENCES PUD,19601,Condo unit,Condo <= 3 Stories,19,714,,,,.00000000,1996,212000.00,203600.00
2038,R1600188,9614318319,2021-01-29,7445 MATHESON DR,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,2 Story,8,2077,707,,609,.19000000,2004,502000.00,426500.00
2039,R1609458,8604407021,2021-01-29,5127 SOUTHERN CROSS LN,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,2 Story,8,1690,990,,400,.08000000,2004,432800.00,415900.00
2040,R1604053,8731273022,2021-01-29,4014 S LEMAY AVE 22,FORT COLLINS,80525,192601,GREENS AT COLLINDALE 1ST REPLAT,19601,Single Family Residential,Ranch,1,1857,1857,1857,420,.14000000,2004,680000.00,608400.00
2041,R1618546,9612142107,2021-01-29,5620 FOSSIL CREEK PKWY 2107,FORT COLLINS,80525,804509,"FOSSIL CREEK CONDOMINIUMS, SUPP No, 9 BLDG 2",19613,Condo unit,Condo <= 3 Stories,19,867,,,299,.00000000,2001,239000.00,248400.00
2042,R1627757,8720307004,2021-01-29,2121 KATAHDIN DR,FORT COLLINS,80525,8094,SIDEHILL SUBDIVISION,18933,Single Family Residential,2 Story,8,2156,958,958,500,.11000000,2008,515000.00,507300.00
2043,R1652007,8604440061,2021-01-29,3640 GALILEO DR,FORT COLLINS,80528,8040003000,WILLOW BROOK FILING NO 3,18729,Single Family Residential,2 Story,8,2278,786,786,583,.12000000,2012,620000.00,526600.00
2044,R1675098,9712366004,2021-01-29,221 E OAK ST D,FORT COLLINS,80524,8454000000,LAVENIR CONDOS,19711,Townhouse/Condo,Townhouse 3 Story,69,1982,292,,,.00000000,2020,1290400.00,1184000.00
2045,R1664065,8729276118,2021-01-29,2608 KANSAS DR C118,FORT COLLINS,80525,8174003000,EAST VILLAGE AT RIGDEN FARM CONDOS BLDG C,18729,Townhouse/Condo,Townhouse Two Story,68,1267,550,,253,.00000000,2016,344800.00,313000.00
2046,R1664266,8605415001,2021-01-28,3039 COUNTY FAIR LN 1,FORT COLLINS,80528,8382001000,PARK TOWNHOMES AT FOSSIL RIDGE THE,18729,Townhouse,Townhouse Two Story,68,1840,,,448,.05000000,2017,385000.00,403100.00
2047,R1662503,8708153001,2021-01-28,2939 SYKES DR,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2310,956,,596,.16000000,2020,543653.00,481900.00
2048,R1633612,9613148139,2021-01-28,6827 AUTUMN RIDGE DR G2,FORT COLLINS,80525,183848,PROVINCETOWNE PUD FIL 2 CONDO MAP 28 BLDG 34 FTC (20050020146),19613,Townhouse/Condo,Townhouse Two Story,68,1072,,,,.00000000,2004,240000.00,217300.00
2049,R1616069,8729243025,2021-01-28,2520 PARKFRONT DR H,FORT COLLINS,80525,19977,"RIGDEN FARM, 7TH FILING, THE WILLOW",18729,Townhouse,Townhouse Two Story,68,1532,636,,400,.04000000,2009,375000.00,337200.00
2050,R1600267,9614419049,2021-01-28,7232 KERSEY CT,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,Ranch,1,2032,1992,1992,480,.15000000,2000,525000.00,483100.00
2051,R0641677,8730208017,2021-01-28,1407 IVY ST,FORT COLLINS,80525,1249,SILVERWOOD VILLAGE,19724,Single Family Residential,Split Level,7,1532,432,,520,.18000000,1978,460000.00,372300.00
2052,R0331848,8604000014,2021-01-28,4000 KECHTER RD,FORT COLLINS,80528,/040668,S4 T06 R68,18729,Single Family Residential,Ranch,1,1366,,,1956,5.00000000,1975,910000.00,517900.00
2053,R0106887,9724110048,2021-01-28,1901 STOVER ST,FORT COLLINS,80525,10832,INDIAN HILLS,19724,Single Family Residential,Ranch,1,1456,1456,1456,288,.29000000,1961,495000.00,488800.00
2054,R0069604,9714209017,2021-01-28,916 PIONEER AVE,FORT COLLINS,80521,11111,"MANTZ, CAROLINE",19715,Single Family Residential,Ranch,1,1021,,,280,.20000000,1951,423000.00,370800.00
2055,M0947776,9716140001,2021-01-28,2211 W MULBERRY ST 201,FORT COLLINS,80521,,,MH1,MH In Park,Single Wide,14,1176,,,,.00000000,1983,63000.00,29400.00
2056,M9054703,9733100030,2021-01-28,2300 W COUNTY ROAD 38E 13,FORT COLLINS,80526,,,MH2,MH In Park,Single Wide,14,1152,,,,.00000000,2011,56000.00,46000.00
2057,M9054237,9733100031,2021-01-27,3717 S TAFT HILL RD 26,FORT COLLINS,80526,,,MH2,MH In Park,Single Wide,14,924,,,,.00000000,2006,75000.00,23100.00
2058,R0114910,9724309156,2021-01-27,2223 MATHEWS ST,FORT COLLINS,80525,11745,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1194,,,336,.20000000,1960,350000.00,369200.00
2059,R0141933,8706119003,2021-01-27,1928 KEDRON CT,FORT COLLINS,80524,03163,ADRIEL HILLS,19836,Townhouse/Condo,Townhouse One Story,61,1244,1244,1244,312,.00000000,1973,355000.00,351500.00
2060,R1097024,9721292002,2021-01-27,1901 REAL CT B,FORT COLLINS,80526,12708,TRAILVIEW CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,1104,,,264,.00000000,1980,300000.00,245300.00
2061,R1283715,9727310131,2021-01-27,3506 ENGLISH CT,FORT COLLINS,80526,13484,ROSSBOROUGH,19722,Single Family Residential,Split Level,7,2375,,,,.16000000,1988,430000.00,365700.00
2062,R1620368,9724181036,2021-01-27,1645 ROBERTSON ST A,FORT COLLINS,80525,8070,PINNACLE TOWNHOMES,19724,Townhouse,Townhouse Two Story,68,1182,576,,240,.02000000,2003,315000.00,323000.00
2063,R1409549,8606116146,2021-01-27,2006 ANGELO DR,FORT COLLINS,80528,1814,HARMONY CROSSING PUD,19613,Single Family Residential,2 Story,8,1874,960,,480,.12000000,1997,420000.00,399500.00
2064,R1662313,8708140007,2021-01-27,2839 CONQUEST ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,1746,868,,586,.10000000,2020,455330.00,417400.00
2065,R1658760,9711140001,2021-01-27,319 N HOWES ST,FORT COLLINS,80521,8339001000,BROWNES ON HOWES,19711,Townhouse,Townhouse Two Story,68,3073,,,601,.04000000,2017,1250000.00,1123800.00
2066,R1674222,9701346204,2021-01-26,903 BLONDEL ST 204,FORT COLLINS,80524,8226002000,NORTH FLATS 2 CONDOS AT OLD TOWN NORTH,19836,Condo unit,Condo <= 3 Stories,19,1242,,,,.00000000,2019,476500.00,426700.00
2067,R1662087,8708129019,2021-01-26,403 ZEPPELIN WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1533,685,,420,.10000000,2020,395000.00,358600.00
2068,R1440861,8605307049,2021-01-26,2207 STETSON CREEK DR,FORT COLLINS,80528,1833,STETSON CREEK PUD,18729,Single Family Residential,Ranch,1,1419,1403,1339,440,.17000000,1996,469903.00,450900.00
2069,R0468746,9613207002,2021-01-26,204 GARY DR,FORT COLLINS,80525,018011,TRILBY HEIGHTS,19613,Single Family Residential,Ranch,1,1235,1025,923,525,.26000000,1965,375000.00,354500.00
2070,R0735639,9736210022,2021-01-25,307 LEEWARD CT,FORT COLLINS,80525,127401,LANDINGS 1ST,19601,Single Family Residential,Split Level,7,2368,,,480,.16000000,1979,490000.00,465700.00
2071,R0212229,9723217013,2021-01-25,1925 WATERS EDGE ST D,FORT COLLINS,80526,1331,HILL POND CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,1460,,,,.00000000,1975,339900.00,284900.00
2072,M0962031,8708200045,2021-01-25,401 N TIMBERLINE RD 299,FORT COLLINS,80524,,,MH3,MH In Park,Single Wide,14,924,,,,.00000000,1973,27000.00,4600.00
2073,R1087398,9709419011,2021-01-25,419 S IMPALA DR 11C,FORT COLLINS,80521,1405,WEST VIEW CONDO,19715,Condo unit,Condo <= 3 Stories,19,762,,,,.00000000,1979,180000.00,187000.00
2074,R1015508,9721329009,2021-01-25,2509 HARALSON CT,FORT COLLINS,80526,10137,BROWN FARM,19722,Single Family Residential,Split Level,7,1896,528,400,528,.22000000,1985,462000.00,423400.00
2075,R1600088,9614318127,2021-01-25,545 PEYTON DR,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,2 Story,8,2480,1169,,380,.11000000,2005,426000.00,434300.00
2076,R1629384,8829312001,2021-01-25,2127 BOW SIDE DR,FORT COLLINS,80524,8108,LIND PROPERTY,18933,Single Family Residential,2 Story,8,2216,673,,441,.16000000,2004,395000.00,396600.00
2077,R1666676,8604144001,2021-01-22,4902 BROOKFIELD DR 4A,FORT COLLINS,80528,8085026000,MORNINGSIDE VILLAGE CONDOS SUPP 26 BLDG 4,18729,Condo unit,Condo <= 3 Stories,19,1047,,,180,.00000000,2017,316000.00,287100.00
2078,R1628507,8832232008,2021-01-22,2262 MARSHFIELD LN,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Ranch,1,1550,1550,1394,400,.13000000,2007,403400.00,402900.00
2079,R1652920,8720256003,2021-01-22,1957 BLUE YONDER WAY,FORT COLLINS,80525,8288001000,BUCKING HORSE FILING 1,18933,Single Family Residential,2 Story,8,3338,1574,,615,.17000000,2016,636000.00,575700.00
2080,R1645927,8707115007,2021-01-22,515 MUSKEGON CT,FORT COLLINS,80524,1942001001,"DRY CREEK MINOR SUB, 1ST RPLT, FTC (20070083115)",18933,Single Family Residential,2 Story,8,1622,,,560,.11000000,2014,384120.00,358400.00
2081,R1599177,8605457027,2021-01-22,2944 RUFF WAY,FORT COLLINS,80528,8014,HARVEST PARK,18729,Single Family Residential,2 Story,8,2726,714,427,704,.17000000,2002,575000.00,538000.00
2082,R1587077,8704105350,2021-01-22,3757 CELTIC LN,FORT COLLINS,80524,1971,WATERGLEN PUD,18933,Single Family Residential,2 Story,8,1413,,,460,.10000000,2001,150000.00,316400.00
2083,R1127705,9735316011,2021-01-22,736 BUTTE PASS DR,FORT COLLINS,80526,1447,WILLOW PARK,19734,Single Family Residential,Bi Level 2 Story,4,1809,,,388,.15000000,1984,410000.00,357200.00
2084,R1161466,8622328006,2021-01-22,8415 COPELAND CT,FORT COLLINS,80528,03973,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Modular,21,1330,,,,.16000000,1984,203000.00,204000.00
2085,R1220616,9736426013,2021-01-22,907 SHORE PINE CT,FORT COLLINS,80525,15782,BREAKWATER ESTATES,19601,Single Family Residential,Ranch,1,4330,,,1175,1.08000000,1971,1490000.00,968500.00
2086,R0067288,9714109008,2021-01-22,500 S WHITCOMB ST,FORT COLLINS,80521,//10075,FTC BLK 75,19715,Duplex -over-under,Duplex One Story,51,840,840,840,,.11000000,1948,550000.00,345600.00
2087,R0112747,9724305015,2021-01-22,605 DARTMOUTH TRL,FORT COLLINS,80525,11747,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1025,1025,1025,275,.18000000,1962,371000.00,362800.00
2088,R0753050,9725261002,2021-01-22,2725 HARVARD ST B5,FORT COLLINS,80525,1313,HARVARD TOWNHOUSE CONDO,19724,Townhouse/Condo,Townhouse Two Story,68,900,,,,.00000000,1972,208000.00,196400.00
2089,R0639907,9721251003,2021-01-21,1727 AZALEA DR 3,FORT COLLINS,80526,123905,WESTWOOD CONDO,19722,Townhouse/Condo,Townhouse One Story,61,542,512,512,,.00000000,1973,252000.00,205400.00
2090,R0661627,9716217038,2021-01-21,2740 W ELIZABETH ST,FORT COLLINS,80521,1262,MOUNTAIRE,19715,Single Family Residential,Ranch,1,1611,,,,.33000000,1958,515000.00,383300.00
2091,R0185957,9736105087,2021-01-21,906 DRIFTWOOD DR,FORT COLLINS,80525,1217,WARREN SHORES,19601,Single Family Residential,2 Story,8,2288,,,475,.18000000,1979,496106.00,474800.00
2092,R0766321,9716317058,2021-01-21,1404 WILDWOOD RD,FORT COLLINS,80521,12842,WILDWOOD,19715,Single Family Residential,Bi Level 2 Story,4,1907,,,469,.14000000,1982,417000.00,369400.00
2093,R1468812,9614107207,2021-01-21,6612 AVONDALE RD 4B,FORT COLLINS,80525,1851,RIDGEWOOD HILLS PUD,19614,Townhouse,Townhouse Two Story,68,1226,607,,240,.03000000,1997,289000.00,287200.00
2094,R1492985,9728134006,2021-01-21,2162 WATER BLOSSOM LN,FORT COLLINS,80526,1878,HAMPSHIRE POND EAST PUD,19722,Townhouse,Townhouse Two Story,68,1288,560,500,240,.06000000,1997,385000.00,319100.00
2095,R1662085,8708129017,2021-01-21,404 VICOT WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1884,612,,400,.07000000,2020,425000.00,394200.00
2096,R1662086,8708129018,2021-01-21,402 VICOT WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1884,612,,400,.09000000,2020,421000.00,394200.00
2097,R1662104,8708130002,2021-01-21,350 VICOT WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1538,685,,420,.07000000,2020,400000.00,359200.00
2098,R1662244,8708135013,2021-01-21,551 NAVION LN,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,Permit Value,0,1,,,,.12000000,2020,467580.00,266300.00
2099,R1662266,8708137001,2021-01-20,2803 BARNSTORMER ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2132,892,,528,.19000000,2020,465000.00,472200.00
2100,R1580358,8731360018,2021-01-20,4545 WHEATON DR E180,FORT COLLINS,80525,18726,ROCKBRIDGE CONDO RESIDENCES PUD,19601,Condo unit,Condo <= 3 Stories,19,936,,,220,.00000000,1997,255000.00,245800.00
2101,R1532898,8614434018,2021-01-20,5840 WATSON DR,FORT COLLINS,80528,0611,CREEKSIDE AT PTARMIGAN,28623,Patio Home Single Family Residential,Ranch,1,2180,1892,1415,656,.19000000,1998,630000.00,620300.00
2102,R1170147,9727222068,2021-01-20,1731 DORA ST,FORT COLLINS,80526,1483,SILVERPLUME ESTATES,19722,Single Family Residential,Split Level,7,1454,446,446,380,.15000000,1987,470000.00,386200.00
2103,R0679453,9701135022,2021-01-20,1001 FOXTAIL ST,FORT COLLINS,80524,104421,EVERGREEN PARK,19836,Single Family Residential,2 Story,8,1344,,,443,.24000000,1979,325600.00,325000.00
2104,R1053809,9724425005,2021-01-20,925 COLUMBIA RD 331,FORT COLLINS,80525,13066,MISSION HILLS CONDO,19724,Condo unit,Condo <= 3 Stories,19,938,,,,.00000000,1979,220000.00,215400.00
2105,R0102695,9723205010,2021-01-20,1604 SHEELY DR,FORT COLLINS,80526,11672,"SHEELEY, ARTHUR C",19722,Single Family Residential,Ranch,1,1428,,,,.38000000,1955,615000.00,399100.00
2106,R0031828,9711302020,2021-01-20,110 N SHIELDS ST,FORT COLLINS,80521,/110769,S11 T07 R69,19711,Duplex -over-under,Duplex One Story,51,752,624,624,,.10000000,1923,515000.00,360200.00
2107,R0122149,9725106003,2021-01-20,608 HEATHER CT,FORT COLLINS,80525,11631,SCOTCH PINES,19724,Patio Home Single Family Residential,Split Level,7,1841,,,528,.10000000,1972,357000.00,367400.00
2108,R0734241,9722128013,2021-01-20,1705 HEATHERIDGE RD M301,FORT COLLINS,80526,1301,HEATHERIDGE LAKES CONDO,19722,Condo unit,Condo <= 3 Stories,19,576,,,,.00000000,1974,177900.00,150100.00
2109,R0475092,9624206077,2021-01-19,413 WALKER WAY,FORT COLLINS,80525,0344,COLLAND CENTER,19613,Single Family Residential,2 Story,8,2296,750,,462,.28000000,1984,520000.00,394500.00
2110,R1296825,9709115001,2021-01-19,636 N BRIARWOOD RD,FORT COLLINS,80521,047201,POUDRE PLAINS,19715,Single Family Residential,Ranch,1,1250,1250,,400,.21000000,1995,485000.00,343800.00
2111,R1533215,9614110007,2021-01-19,408 HUDSON CT,FORT COLLINS,80525,18512,RIDGEWOOD HILLS PUD,19614,Single Family Residential,2 Story,8,1929,627,507,609,.17000000,1999,530000.00,427300.00
2112,R1614949,9615110202,2021-01-19,1533 CORAL SEA CT,FORT COLLINS,80526,80003,"REGISTRY RIDGE PUD, THIRD FILING",19614,Single Family Residential,2 Story,8,2066,1000,900,724,.18000000,2002,480600.00,461100.00
2113,R0136581,9726220007,2021-01-18,701 MORSMAN DR,FORT COLLINS,80526,12304,WOODWEST,19722,Single Family Residential,Ranch,1,1032,1008,,456,.21000000,1977,370000.00,349900.00
2114,R0126209,9725215009,2021-01-15,220 ANNABEL LN,FORT COLLINS,80525,11964,THUNDERBIRD ESTATES,19724,Single Family Residential,Ranch,1,1001,858,758,247,.18000000,1968,415000.00,388100.00
2115,R0128503,9725246013,2021-01-15,3028 ALAMO AVE,FORT COLLINS,80525,1198,THUNDERMOOR,19724,Single Family Residential,Split Level,7,1584,528,528,528,.19000000,1974,485000.00,392800.00
2116,R0024295,9711120014,2021-01-15,511 CHERRY ST,FORT COLLINS,80521,//10063,FTC BLK 63,19711,Single Family Residential,Ranch,1,722,100,,216,.11000000,1931,285000.00,275000.00
2117,R0057878,9713308013,2021-01-15,308 GARFIELD ST,FORT COLLINS,80524,1028,CRAFTS RESUB,19711,Single Family Residential,Ranch,1,939,384,354,576,.17000000,1904,579999.00,517800.00
2118,R0018384,9710119019,2021-01-15,217 N ROOSEVELT AVE,FORT COLLINS,80521,11122,MARTIN,19715,Single Family Residential,Ranch,1,1092,1092,1092,364,.14000000,1966,372000.00,374700.00
2119,M9013709,8710000014,2021-01-15,4412 E MULBERRY ST 131,FORT COLLINS,80524,,,MH2,MH In Park,Single Wide,14,910,,,,.00000000,1973,2000.00,9100.00
2120,R0000752,8718305039,2021-01-15,1217 EMIGH ST,FORT COLLINS,80524,10761,HIGHLANDER HEIGHTS,18933,Single Family Residential,Ranch,1,1131,1075,1075,379,.23000000,1961,456000.00,421000.00
2121,R0733857,9722126007,2021-01-15,1705 HEATHERIDGE RD K201,FORT COLLINS,80526,1301,HEATHERIDGE LAKES CONDO,19722,Condo unit,Condo <= 3 Stories,19,576,,,,.00000000,1974,165000.00,150100.00
2122,R0633526,8717113038,2021-01-15,628 COUNTRYSIDE DR,FORT COLLINS,80524,0398,COUNTRYSIDE PARK,18933,Single Family Residential,Ranch,1,1079,,,264,.11000000,1977,319000.00,260200.00
2123,R1617304,8607434032,2021-01-15,1703 PRAIRIE HILL DR,FORT COLLINS,80528,802701,LINDEN PARK P.D.P. FIRST REPLAT,19613,Single Family Residential,2 Story,8,2246,973,,400,.11000000,2005,470000.00,424900.00
2124,R1609462,8604407025,2021-01-15,5103 SOUTHERN CROSS LN,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,2 Story,8,1698,810,,400,.08000000,2002,445000.00,414900.00
2125,R1599213,8605461002,2021-01-15,2709 ROCK CREEK DR,FORT COLLINS,80528,8014,HARVEST PARK,18729,Single Family Residential,2 Story,8,1753,792,192,420,.09000000,2004,475000.00,430000.00
2126,R1589013,8605322095,2021-01-15,2130 STETSON CREEK DR A,FORT COLLINS,80528,18335,STETSON CREEK 5TH FTC,18729,Townhouse,Townhouse Two Story,68,1386,594,,480,.03000000,2000,360000.00,332700.00
2127,R1588510,8731368240,2021-01-15,4545 WHEATON DR H240,FORT COLLINS,80525,18729,ROCKBRIDGE CONDO RESIDENCES PUD,19601,Condo unit,Condo <= 3 Stories,19,840,,,,.00000000,1998,225000.00,223600.00
2128,R1488821,8605115040,2021-01-15,2602 TIMBERWOOD DR 40,FORT COLLINS,80528,1866,WILDWOOD TOWNHOMES PUD,18729,Townhouse,Townhouse Two Story,68,1132,594,,200,.03000000,1996,310000.00,287000.00
2129,R1409662,8606116158,2021-01-15,2054 ANGELO DR,FORT COLLINS,80528,1814,HARMONY CROSSING PUD,19613,Single Family Residential,Ranch,1,1513,1113,,420,.10000000,1997,340000.00,347000.00
2130,R1260715,9728210001,2021-01-15,2602 PASQUINEL DR,FORT COLLINS,80526,16082,QUAIL HOLLOW PUD,19722,Single Family Residential,2 Story,8,1735,916,916,484,.18000000,1989,460000.00,472000.00
2131,R1335049,9727450003,2021-01-15,3424 LAREDO LN H3,FORT COLLINS,80526,15988,CASA GRANDE CONDOS,19722,Townhouse/Condo,Townhouse One Story,61,1270,,,440,.00000000,1991,331000.00,293100.00
2132,R1197746,9721120013,2021-01-15,1818 BANGOR CT,FORT COLLINS,80526,15441,FAIRBROOKE,19722,Single Family Residential,Ranch,1,1376,1368,,440,.16000000,1986,.00,390100.00
2133,R0691151,9603105001,2021-01-15,4609 CHIPPENDALE DR,FORT COLLINS,80526,1696,RIDGE PUD,19601,Single Family Residential,Ranch,1,3340,3340,1892,1340,.58000000,1992,705000.00,735000.00
2134,R1661379,9615133002,2021-01-15,6857 ENTERPRISE DR,FORT COLLINS,80526,8000007000,REGISTRY RIDGE 7TH FILING,19614,Townhouse,Townhouse Two Story,68,2177,,,400,.08000000,2020,394950.00,392800.00
2135,R1646008,8707118005,2021-01-15,375 BANNOCK ST,FORT COLLINS,80524,1942001001,"DRY CREEK MINOR SUB, 1ST RPLT, FTC (20070083115)",18933,Single Family Residential,2 Story,8,1934,,,693,.10000000,2012,415000.00,380500.00
2136,R1664010,9723212018,2021-01-15,910 HILL POND RD 18,FORT COLLINS,80526,8374001000,HILL POND RESIDENCES,19722,Townhouse - 1/2 Duplex,Townhouse Two Story,68,2196,,,440,.07000000,2018,648750.00,475400.00
2137,R1671807,9712240303,2021-01-15,401 LINDEN ST 1-303,FORT COLLINS,80524,8439000000,CONFLUENCE FORT COLLINS CONDO,19711,Condo unit,Condo > 3 Stories,20,737,,,,.00000000,2019,518000.00,476700.00
2138,R1629465,8829317010,2021-01-14,2220 BRIGHTWATER DR,FORT COLLINS,80524,8108,LIND PROPERTY,18933,Single Family Residential,2 Story,8,1776,,,504,.08000000,2006,375000.00,330500.00
2139,R1631448,8704420139,2021-01-14,721 WATERGLEN DR K139,FORT COLLINS,80524,80549,"ABERDEEN AT WATERGLEN CONDO, SUPP NO.9,",18933,Townhouse/Condo,Townhouse Two Story,68,1338,,,240,.00000000,2004,282000.00,269000.00
2140,R1054082,9725122050,2021-01-14,705 E DRAKE RD L50,FORT COLLINS,80525,1387,SCOTCH PINES CONDO,19724,Condo unit,Condo <= 3 Stories,19,918,,,,.00000000,1974,245000.00,212900.00
2141,R1408429,8606116043,2021-01-14,1901 ANGELO DR,FORT COLLINS,80528,1814,HARMONY CROSSING PUD,19613,Single Family Residential,2 Story,8,1884,960,,420,.12000000,1999,415000.00,400300.00
2142,M9049930,8708200045,2021-01-14,401 N TIMBERLINE RD 54,FORT COLLINS,80524,,,MH3,MH In Park,Double Wide,15,1323,,,,.00000000,2001,68000.00,33000.00
2143,R0021628,9710414019,2021-01-13,1528 W OAK ST,FORT COLLINS,80521,1164,SCOTT SHERWOOD,19715,Single Family Residential,Ranch,1,1133,,,,.17000000,1946,426000.00,487700.00
